category,brand,model,search_text,raw_name,raw_keyword
cpu,Intel,® Core™ Ultra 7 Desktop Processor 265K 20 cores (8 P-cores + 12 E-cores) up to 5.5 GHz,cpu Intel ® Core™ Ultra 7 Desktop Processor 265K 20 cores (8 P-cores + 12 E-cores) up to 5.5 GHz Intel® Core™ Ultra 7 Desktop Processor 265K 20 cores (8 P-cores + 12 E-cores) up to 5.5 GHz,Intel® Core™ Ultra 7 Desktop Processor 265K 20 cores (8 P-cores + 12 E-cores) up to 5.5 GHz ,CPU
cpu,Intel,"® Core™ Ultra 5 Desktop Processor 225F, 10 cores (6 P-cores + 4 E-cores) up to 4.9 GHz","cpu Intel ® Core™ Ultra 5 Desktop Processor 225F, 10 cores (6 P-cores + 4 E-cores) up to 4.9 GHz Intel® Core™ Ultra 5 Desktop Processor 225F, 10 cores (6 P-cores + 4 E-cores) up to 4.9 GHz","Intel® Core™ Ultra 5 Desktop Processor 225F, 10 cores (6 P-cores + 4 E-cores) up to 4.9 GHz ",CPU
cpu,AMD,"FX-6350 Black Edition CPU (AM3+, Hex Core, 3.90GHz, 14MB, 125W, Advanced Bit Manipulation)","cpu AMD FX-6350 Black Edition CPU (AM3+, Hex Core, 3.90GHz, 14MB, 125W, Advanced Bit Manipulation) AMD FX-6350 Black Edition CPU (AM3+, Hex Core, 3.90GHz, 14MB, 125W, Advanced Bit Manipulation)","AMD FX-6350 Black Edition CPU (AM3+, Hex Core, 3.90GHz, 14MB, 125W, Advanced Bit Manipulation) ",CPU
cpu,AMD,"Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz","cpu AMD Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know GEEKOM [2026 Performance Flagship A7 MAX AI Mini PC Windows 11 Pro, with AMD Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  GEEKOM [2026 Performance Flagship A7 MAX AI Mini PC Windows 11 Pro, with AMD Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz ",CPU
cpu,AMD,"Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming","cpu AMD Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know GEEKOM A6 Mini PC Windows 11 Pro, with AMD Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  GEEKOM A6 Mini PC Windows 11 Pro, with AMD Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming ",CPU
cpu,Intel,® Core™ i5-14400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) up to 4.7 GHz,cpu Intel ® Core™ i5-14400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) up to 4.7 GHz Intel® Core™ i5-14400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) up to 4.7 GHz,Intel® Core™ i5-14400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) up to 4.7 GHz ,CPU
cpu,Intel,® Core™ Ultra 5 Desktop Processor 245KF 14 cores (6 P-cores + 8 E-cores) up to 5.2 GHz,cpu Intel ® Core™ Ultra 5 Desktop Processor 245KF 14 cores (6 P-cores + 8 E-cores) up to 5.2 GHz Intel® Core™ Ultra 5 Desktop Processor 245KF 14 cores (6 P-cores + 8 E-cores) up to 5.2 GHz,Intel® Core™ Ultra 5 Desktop Processor 245KF 14 cores (6 P-cores + 8 E-cores) up to 5.2 GHz ,CPU
cpu,,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro (TPM2.0), 32G DDR4, 1T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA","cpu SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro (TPM2.0), 32G DDR4, 1T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro (TPM2.0), 32G DDR4, 1T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro (TPM2.0), 32G DDR4, 1T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA ",CPU
cpu,Intel,® Core™ i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu Intel ® Core™ i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W Intel® Core™ i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,Intel® Core™ i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W ,CPU
cpu,AMD,"Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz","cpu AMD Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz GEEKOM [2026 Performance Flagship A7 MAX AI Mini PC Windows 11 Pro, with AMD Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz","GEEKOM [2026 Performance Flagship A7 MAX AI Mini PC Windows 11 Pro, with AMD Ryzen 9 7940HS (Up to 5.2GHz), 16GB DDR5 RAM (Expandable, Not LPDDR) & 1TB SSD, Dual USB4 (40Gbps)/Dual HDMI 4K@120Hz ",CPU
cpu,AMD,"Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming","cpu AMD Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming GEEKOM A6 Mini PC Windows 11 Pro, with AMD Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming","GEEKOM A6 Mini PC Windows 11 Pro, with AMD Ryzen 7 6800 (Up to 4.7GHz), 32GB DDR5 RAM (Expandable, Not LPDDR) & 1TB PCIe 4.0 SSD, USB4 (40Gbps) & Dual HDMI Quad Display/WiFi 6E for Home/Office/Gaming ",CPU
cpu,Intel,Core i5 12400 6 Core Alder Lake CPU/Processor,cpu Intel Core i5 12400 6 Core Alder Lake CPU/Processor Intel Core i5 12400 6 Core Alder Lake CPU/Processor,Intel Core i5 12400 6 Core Alder Lake CPU/Processor ,CPU
cpu,Intel,® Core™ i7-14700F Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.4 GHz,cpu Intel ® Core™ i7-14700F Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.4 GHz Intel® Core™ i7-14700F Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.4 GHz,Intel® Core™ i7-14700F Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.4 GHz ,CPU
cpu,Intel,"Core i5-12400F 12th Generation Desktop Processor (Base Clock: 2.5GHz, 6 Cores, LGA1700, RAM DDR4 and DDR5 up to 128GB)","cpu Intel Core i5-12400F 12th Generation Desktop Processor (Base Clock: 2.5GHz, 6 Cores, LGA1700, RAM DDR4 and DDR5 up to 128GB) Intel Core i5-12400F 12th Generation Desktop Processor (Base Clock: 2.5GHz, 6 Cores, LGA1700, RAM DDR4 and DDR5 up to 128GB)","Intel Core i5-12400F 12th Generation Desktop Processor (Base Clock: 2.5GHz, 6 Cores, LGA1700, RAM DDR4 and DDR5 up to 128GB) ",CPU
cpu,Intel,® Core™ i7-12700KF Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu Intel ® Core™ i7-12700KF Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W Intel® Core™ i7-12700KF Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,Intel® Core™ i7-12700KF Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W ,CPU
cpu,Intel,"Core Ultra 5 125H (14C/18T, Up to 4.5GHz), 32GB DDR5 RAM,1TB M.2 PCIe4.0 SSD, USB4/RAID/OCuLink/Wi-Fi 7/BT 5.4, 4K Quad Display","cpu Intel Core Ultra 5 125H (14C/18T, Up to 4.5GHz), 32GB DDR5 RAM,1TB M.2 PCIe4.0 SSD, USB4/RAID/OCuLink/Wi-Fi 7/BT 5.4, 4K Quad Display MINISFORUM M1 Pro-125H Mini PC, Intel Core Ultra 5 125H (14C/18T, Up to 4.5GHz), 32GB DDR5 RAM,1TB M.2 PCIe4.0 SSD, USB4/RAID/OCuLink/Wi-Fi 7/BT 5.4, 4K Quad Display","MINISFORUM M1 Pro-125H Mini PC, Intel Core Ultra 5 125H (14C/18T, Up to 4.5GHz), 32GB DDR5 RAM,1TB M.2 PCIe4.0 SSD, USB4/RAID/OCuLink/Wi-Fi 7/BT 5.4, 4K Quad Display ",CPU
cpu,AMD,"RYZEN™ 5 5600T 6 Cores/12 Unbridled Threads, Zen Architecture 4, 35MB Cache, 65W TDP, Up to 4.5GHz Frequency Boost, Socket AM4, with Wraith Stealth Fan","cpu AMD RYZEN™ 5 5600T 6 Cores/12 Unbridled Threads, Zen Architecture 4, 35MB Cache, 65W TDP, Up to 4.5GHz Frequency Boost, Socket AM4, with Wraith Stealth Fan AMD RYZEN™ 5 5600T 6 Cores/12 Unbridled Threads, Zen Architecture 4, 35MB Cache, 65W TDP, Up to 4.5GHz Frequency Boost, Socket AM4, with Wraith Stealth Fan","AMD RYZEN™ 5 5600T 6 Cores/12 Unbridled Threads, Zen Architecture 4, 35MB Cache, 65W TDP, Up to 4.5GHz Frequency Boost, Socket AM4, with Wraith Stealth Fan ",CPU
cpu,Intel,20 Core Ultra 7 265KF Desktop CPU/Processor,cpu Intel 20 Core Ultra 7 265KF Desktop CPU/Processor Intel 20 Core Ultra 7 265KF Desktop CPU/Processor,Intel 20 Core Ultra 7 265KF Desktop CPU/Processor ,CPU
cpu,Intel,® Core™ i9-14900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz,cpu Intel ® Core™ i9-14900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz Intel® Core™ i9-14900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz,Intel® Core™ i9-14900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz ,CPU
cpu,,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro(TPM2.0), 64G DDR4, 2T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA","cpu SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro(TPM2.0), 64G DDR4, 2T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro(TPM2.0), 64G DDR4, 2T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  Mini PC i9, Small Desktop Computer Core i9-9880H, Upto 4.8GHz, Win-11 Pro(TPM2.0), 64G DDR4, 2T NVME SSD, Triple Display 4K@60Hz, HDMI/DP, Dual 2.5G LAN, USB-C, WiFi 6E, BT 5.3, VESA ",CPU
cpu,Intel,® Core™ Ultra 9 Desktop Processor 285K 24 cores (8 P-cores + 16 E-cores) up to 5.7 GHz,cpu Intel ® Core™ Ultra 9 Desktop Processor 285K 24 cores (8 P-cores + 16 E-cores) up to 5.7 GHz Intel® Core™ Ultra 9 Desktop Processor 285K 24 cores (8 P-cores + 16 E-cores) up to 5.7 GHz,Intel® Core™ Ultra 9 Desktop Processor 285K 24 cores (8 P-cores + 16 E-cores) up to 5.7 GHz ,CPU
cpu,Intel,® Core™ i7-14700K Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.6 GHz,cpu Intel ® Core™ i7-14700K Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.6 GHz Intel® Core™ i7-14700K Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.6 GHz,Intel® Core™ i7-14700K Desktop Processor 20 cores (8 P-cores + 12 E-cores) up to 5.6 GHz ,CPU
cpu,Amd,"Athlon 3000g 3.5GHz 2-Color, 4-Threads, 5mb Cache, Am4 Processor - Yd3000c6fhsbx","cpu Amd Athlon 3000g 3.5GHz 2-Color, 4-Threads, 5mb Cache, Am4 Processor - Yd3000c6fhsbx Amd Athlon 3000g 3.5GHz 2-Color, 4-Threads, 5mb Cache, Am4 Processor - Yd3000c6fhsbx","Amd Athlon 3000g 3.5GHz 2-Color, 4-Threads, 5mb Cache, Am4 Processor - Yd3000c6fhsbx ",CPU
cpu,Intel,® Processor 300 2 cores (2 P-cores + 0 E-cores) up to 3.9 GHz,cpu Intel ® Processor 300 2 cores (2 P-cores + 0 E-cores) up to 3.9 GHz Intel® Processor 300 2 cores (2 P-cores + 0 E-cores) up to 3.9 GHz,Intel® Processor 300 2 cores (2 P-cores + 0 E-cores) up to 3.9 GHz ,CPU
cpu,Intel,Core i7-7700K 4.2 GHz QuadCore 8 MB Cache CPU - Black,cpu Intel Core i7-7700K 4.2 GHz QuadCore 8 MB Cache CPU - Black Intel Core i7-7700K 4.2 GHz QuadCore 8 MB Cache CPU - Black,Intel Core i7-7700K 4.2 GHz QuadCore 8 MB Cache CPU - Black ,CPU
cpu,Intel,® Core™ i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu Intel ® Core™ i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W Intel® Core™ i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,Intel® Core™ i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W ,CPU
cpu,INTEL,CLIENT CPU CORE I7-12700KF 3.60GHZ SKTLGA1700 25.00MB CACHE BOXED,cpu INTEL CLIENT CPU CORE I7-12700KF 3.60GHZ SKTLGA1700 25.00MB CACHE BOXED INTEL - CLIENT CPU CORE I7-12700KF 3.60GHZ SKTLGA1700 25.00MB CACHE BOXED,INTEL - CLIENT CPU CORE I7-12700KF 3.60GHZ SKTLGA1700 25.00MB CACHE BOXED ,CPU
cpu,Intel,Core i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu Intel Core i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W Intel Core i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,Intel Core i5-12600K Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W ,CPU
cpu,AMD,"AM5 Ryzen 5 8400F Tray 4,7GHz MAX 6xCore 12xThread 22MB 65W","cpu AMD AM5 Ryzen 5 8400F Tray 4,7GHz MAX 6xCore 12xThread 22MB 65W AMD AM5 Ryzen 5 8400F Tray 4,7GHz MAX 6xCore 12xThread 22MB 65W","AMD AM5 Ryzen 5 8400F Tray 4,7GHz MAX 6xCore 12xThread 22MB 65W ",CPU
cpu,Intel,® Core™ i9-14900KF Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz,cpu Intel ® Core™ i9-14900KF Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz Intel® Core™ i9-14900KF Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz,Intel® Core™ i9-14900KF Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz ,CPU
